,loss_train,loss_val,acc_train,acc_val,total_sec_elapsed
0,2.3706526430017894,2.3699605998975275,0.06908333333333333,0.0663,8.91
1,1.3276966339537424,1.3554400852927821,0.6082666666666666,0.6089,39.45
2,0.6830132521656065,0.6970744415460074,0.7532833333333333,0.7468,70.8
3,0.5347547040436075,0.5627502981810086,0.7997166666666666,0.7934,101.79
4,0.4511253790504835,0.4846653773484003,0.83965,0.8267,132.78
5,0.4098526295363534,0.4487410146352605,0.8494333333333334,0.8334,163.66
6,0.3851367963392387,0.4252428550768619,0.8591,0.8419,194.73
7,0.36244530365891764,0.4097806411039687,0.8668333333333333,0.85,225.86
8,0.346175681301845,0.39273934227272495,0.8736166666666667,0.8567,256.82
9,0.34442080702005523,0.3950144127285204,0.8700333333333333,0.8528,287.61
10,0.3245627878110965,0.37702083160982974,0.8783333333333333,0.8584,318.45
11,0.31964277271911645,0.37612046847045305,0.8794166666666666,0.8599,349.56
12,0.32716131620177397,0.3853026942135468,0.8761833333333333,0.8571,380.44
